source_key,raga,title,artist,performance_type,link,score,score_hits,rights_status,license_type,download_url,notes
yt_bhairavi_playlist_jGps9x_LPcM,bhairavi,Awaara Hoon (Awaara) | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=jGps9x_LPcM,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_WgNYl2tkOCg,bhairavi,Dhoom Macha Le Dhoom (Dhoom) | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=WgNYl2tkOCg,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_leGmfPfMjX0,bhairavi,My name is Sheila (Tees Maar Khan) | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=leGmfPfMjX0,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_HRVoCKTYsnU,bhairavi,Kisi Ki Muskurahaton Pe Ho Nisar | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=HRVoCKTYsnU,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_9QXmNkydnDI,bhairavi,Duniya Me Logon Ko | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=9QXmNkydnDI,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_3BZ37hRQNM8,bhairavi,Raag bhairavi | First Prahar | Bhajan | Sarveshwari Jagadeshwari,,,https://www.youtube.com/watch?v=3BZ37hRQNM8,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_Ip4H7DuvnVQ,bhairavi,Raag Bhairavi | First Prahar | Bhajan |  Jagat Janani Bhav Tarini,,,https://www.youtube.com/watch?v=Ip4H7DuvnVQ,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_k-U-nGhHEfQ,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Tum Meri Raakho Laaj Hari,,,https://www.youtube.com/watch?v=k-U-nGhHEfQ,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist__nE0_MvtJiE,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Shivaya Parmeshwaray,,,https://www.youtube.com/watch?v=_nE0_MvtJiE,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_UZqILW28soc,bhairavi,Raag Bhairavi | First Prahar | Ghazal | Sabko malum hae mae sharabi nahi,,,https://www.youtube.com/watch?v=UZqILW28soc,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_CW3UQx10X3g,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Shankaray Shankaray Shankaray Mangalam,,,https://www.youtube.com/watch?v=CW3UQx10X3g,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_ccO4VALZbuQ,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Beet Gaye Din Bhajan Bina Re,,,https://www.youtube.com/watch?v=ccO4VALZbuQ,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_1w9A4WbyOCA,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Buddham Sharnam Gachami,,,https://www.youtube.com/watch?v=1w9A4WbyOCA,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_SyhO8OdSr98,bhairavi,Raag Bhairavi | Pratham Prahar | Bhajan | Sarveshwari Jagadeshwari,,,https://www.youtube.com/watch?v=SyhO8OdSr98,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_e930PRbm1TE,bhairavi,Raag Bhairavi | First Prahar | Bhajan | Krishna Pranat Pal Prabhu,,,https://www.youtube.com/watch?v=e930PRbm1TE,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_ocvQtHApSec,bhairavi,Ganpati Bappa Morya | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=ocvQtHApSec,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_Q2dlFO0i60k,bhairavi,Patit Udharini Gange Maa | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=Q2dlFO0i60k,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_URgLlaQciJA,bhairavi,Mera Joota Hai Japani | Dhun | Instrumental | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=URgLlaQciJA,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_Z5gRSmd4rdc,bhairavi,Parvati Devi Maha Mayavini | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=Z5gRSmd4rdc,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_FTfgOsMeBuU,bhairavi,Bhagwati Bhakti Karo Pradan | Bhajan (Mangalacharan) | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=FTfgOsMeBuU,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_LM9sgxX1TGc,bhairavi,Main Dharun Tiharo Dhyan | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=LM9sgxX1TGc,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_mvZryLhXkHg,bhairavi,Ye Daulat Bhi Le Lo | Ghazal | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=mvZryLhXkHg,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_etYlJHsGM5E,bhairavi,Sab Mil Ke Aaj Jay Kaho | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=etYlJHsGM5E,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_soebeaVgx4Q,bhairavi,Albeli Naar Pritam Dware | Geet | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=soebeaVgx4Q,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_-BAr_0u1xoU,bhairavi,Durgati Harini Durga Ambe | Devi Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=-BAr_0u1xoU,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_gJNEFzDVRl4,bhairavi,Dil-A-Veeran Hai Teri Yaad Hai | Ghazal | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=gJNEFzDVRl4,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_mr5BuoBI2r0,bhairavi,Jis Din Se Dekha Hai Tumko Sanam | Ghazal | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=mr5BuoBI2r0,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_JhmsvMW6rBU,bhairavi,Bhaj Man Ram Charan Sukhdai | Bhajan | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=JhmsvMW6rBU,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_TzXQC2oqRug,bhairavi,Mata MahaGauri Dhyan Mantra | Raag Bhairavi,,,https://www.youtube.com/watch?v=TzXQC2oqRug,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_mesNOal2ovU,bhairavi,Vidya Gyan Pradayani Ma Sharde | Stuti | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=mesNOal2ovU,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_nlEWIyNg_Xw,bhairavi,Virah Vyathit Man Saaki Tatkshan | Rachna | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=nlEWIyNg_Xw,2,+raag,reference_only,unknown,,
yt_bhairavi_playlist_zipUlFYkrw0,bhairavi,Spider Man Theme Song | Instrumental | Notation | Raag Bhairavi | First Prahar,,,https://www.youtube.com/watch?v=zipUlFYkrw0,1,"+raag, -1song",reference_only,unknown,,
yt_bhairavi_playlist_uEl7lpuxMko,bhairavi,Colours of Bhairavi Part 1 | Dhun | Instrumental | First Prahar,,,https://www.youtube.com/watch?v=uEl7lpuxMko,0,,reference_only,unknown,,
yt_bhairavi_playlist_MsTQJnya_iw,bhairavi,Colours of Bhairavi Part 2 | Dhun | Instrumental | First Prahar,,,https://www.youtube.com/watch?v=MsTQJnya_iw,0,,reference_only,unknown,,
yt_bhairavi_playlist_fl1Ve_8KUvs,bhairavi,Colours Of Bhairavi Part 3 | Dhun | Instrumental | First Prahar,,,https://www.youtube.com/watch?v=fl1Ve_8KUvs,0,,reference_only,unknown,,
yt_bhairavi_playlist_xxC7nzxOr5I,bhairavi,Colours of Bhairavi Part 4 (Patriotic) | Dhun | Instrumental | First Prahar,,,https://www.youtube.com/watch?v=xxC7nzxOr5I,0,,reference_only,unknown,,
yt_bilawal_playlist_Fj3mAGuNXQo,bilawal,Raag Bilawal - Kaun Jane Peer Parai Bhai Kamaljit Singh Hajuri Ragi ji,,,https://www.youtube.com/watch?v=Fj3mAGuNXQo,2,+raag,reference_only,unknown,,
yt_bilawal_playlist_2UltYhFIzII,bilawal,Raag Bilawal - Bal Bal Jau Siyam Sundar Kau Bhai Gagandeep Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=2UltYhFIzII,2,+raag,reference_only,unknown,,
yt_bilawal_playlist_dfGlFwl2Bw8,bilawal,Raag Bilawal - Man Meh Sinchho Har Har Nam Bhai Jabartor singh hazuri Ragi ji,,,https://www.youtube.com/watch?v=dfGlFwl2Bw8,2,+raag,reference_only,unknown,,
yt_bilawal_playlist_uOaQ78D2bNI,bilawal,Rag Bilawal - Kawan Sanjog Milau Prabh Apne Bhai Simarpreet Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=uOaQ78D2bNI,0,,reference_only,unknown,,
yt_bilawal_playlist_uOaQ78D2bNI,bilawal,Rag Bilawal - Kawan Sanjog Milau Prabh Apne Bhai Simarpreet Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=uOaQ78D2bNI,0,,reference_only,unknown,,
yt_bilawal_playlist_4Cv2QcxQJW8,bilawal,Rag Bilawal - Bhoole Marag Jineh Bataeya Bhai Sukhwant Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=4Cv2QcxQJW8,0,,reference_only,unknown,,
yt_bilawal_playlist_cjIWAdayd_c,bilawal,Rag Bilawal - Satgur Kar Deene Asthir Ghar Bar Bhai kamaljeet Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=cjIWAdayd_c,0,,reference_only,unknown,,
yt_bilawal_playlist_Ks5udddCpuA,bilawal,Gobind Gobind Gobind Maee  Bhai Bhupinder Singh Hajuri Ragi Ji,,,https://www.youtube.com/watch?v=Ks5udddCpuA,0,,reference_only,unknown,,
yt_bilawal_playlist_I8FMGxVi3Ws,bilawal,Rag Bilawal - Satgur Shabad Ujaro Deepa Bhai Gurdev Singh Khalsa Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=I8FMGxVi3Ws,0,,reference_only,unknown,,
yt_bilawal_playlist_zF4eNkfZC5Q,bilawal,Rag Bilawal - Aiso Gyan Birlo ee Paye  Bhai Sukhjit Singh baba bakala  Hazuri Ragi ji,,,https://www.youtube.com/watch?v=zF4eNkfZC5Q,0,,reference_only,unknown,,
yt_bilawal_playlist_zHF_rZs8LM8,bilawal,Rag Bilawal - Shant Payi Gur Satgur Poore  Bhai Sukhpreet Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=zHF_rZs8LM8,0,,reference_only,unknown,,
yt_bilawal_playlist_ZwXRuowXkAU,bilawal,Rag Bilawal - Darmade Thade Darbar Bhai Sukhwant Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=ZwXRuowXkAU,0,,reference_only,unknown,,
yt_bilawal_playlist_mhCDDDW2A2A,bilawal,Rag Bilaval - mere Man Bhaj Ram Name Rama Bhai Bhupinder Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=mhCDDDW2A2A,0,,reference_only,unknown,,
yt_bilawal_playlist_E6Tt5IZ3R2E,bilawal,ਮੋਰੀ ਅਹੰ ਜਾਇ ਦਰਸਨ ਪਾਵਤ ਹੇ Bhai Kuldeep Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=E6Tt5IZ3R2E,0,,reference_only,unknown,,
yt_bilawal_playlist__TGzS6oFjK4,bilawal,Rag Bilawal - Jap Man Ram Nam Rasna Bhai Sahib Singh Hazuri Ragi ji,,,https://www.youtube.com/watch?v=_TGzS6oFjK4,0,,reference_only,unknown,,
yt_bilawal_playlist_Vu3bDF1NS54,bilawal,Rag Bilawal - Ram Raj Ramdas Pur Bhai Bhupinder Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=Vu3bDF1NS54,0,,reference_only,unknown,,
yt_bilawal_playlist_kCmzxVZh9fk,bilawal,Rag Bilawal - Mu Lalan Sio Preet Bani Bhai Harwinder Singh Hazuri Ragi Ji,,,https://www.youtube.com/watch?v=kCmzxVZh9fk,0,,reference_only,unknown,,
yt_bilawal_playlist_tB_h-h1dltA,bilawal,Rag Bilawal) Suraj Kiran Mile Jal Ka Jal Hua Ram Bhai Gurdev Singh Ji Khalsa,,,https://www.youtube.com/watch?v=tB_h-h1dltA,0,,reference_only,unknown,,
yt_desh_playlist_eHrKnPp1EZo,desh,Des (राग देस) Raag Description,,,https://www.youtube.com/watch?v=eHrKnPp1EZo,2,+raag,reference_only,unknown,,
yt_desh_playlist_cht7zssT7vY,desh,Alankars in Audhav-Sampoorn Jati using Raag Des,,,https://www.youtube.com/watch?v=cht7zssT7vY,2,+raag,reference_only,unknown,,
yt_desh_playlist__AmAhXy54DM,desh,"How to create Palta Taans from any swar in any Raag  - Demo in Raag Abhogi, Des, Puriya and Bhairavi",,,https://www.youtube.com/watch?v=_AmAhXy54DM,2,+raag,reference_only,unknown,,
yt_desh_playlist_NwCfvqi_uBY,desh,होरी खेलत बनमाली रे - Hori khelat banmali re - Hori in Raag Des,,,https://www.youtube.com/watch?v=NwCfvqi_uBY,2,+raag,reference_only,unknown,,
yt_desh_playlist_kgzXMF5slHc,desh,`Des (राग देस) Bada Khyal in Ektal vilambit - Eri sakhi sawan ayo re,,,https://www.youtube.com/watch?v=kgzXMF5slHc,1,+vilambit,reference_only,unknown,,
yt_desh_playlist_yvqMp1ynwLM,desh,Des Chaturang in Trital Drut - Chhan nan nan nan nan baje,,,https://www.youtube.com/watch?v=yvqMp1ynwLM,1,+drut,reference_only,unknown,,
yt_desh_playlist_vbG6gSbxPrM,desh,Des (राग देस) Chaturang in Trital Drut - Mori araj suno shyam tum mori,,,https://www.youtube.com/watch?v=vbG6gSbxPrM,1,+drut,reference_only,unknown,,
yt_desh_playlist_T5qTHy0ooQw,desh,Des (राग देस) Aalap and Taan tutorial,,,https://www.youtube.com/watch?v=T5qTHy0ooQw,0,,reference_only,unknown,,
yt_desh_playlist_JfNxlUB1meA,desh,Des (राग देस) Bada Khyal in Roopak Madhya Laya  tutorial - Aaj savan chhay rahyo re,,,https://www.youtube.com/watch?v=JfNxlUB1meA,0,,reference_only,unknown,,
yt_desh_playlist_OfU2yZ23OSI,desh,Des (राग देस) Chhota Khyal in Teental Madhya Laya - Sawan ghan barse ri,,,https://www.youtube.com/watch?v=OfU2yZ23OSI,0,,reference_only,unknown,,
yt_desh_playlist_L1ZxrjJFYbQ,desh,Des (राग देस) Chhota Khyal in Teental Madhya Laya -  Naina bhaye baware ho,,,https://www.youtube.com/watch?v=L1ZxrjJFYbQ,0,,reference_only,unknown,,
yt_desh_playlist_QBKHBaN7J4k,desh,Des (राग देस) Hori in Teental Madhya Laya  - Hori khelat banmali re,,,https://www.youtube.com/watch?v=QBKHBaN7J4k,0,,reference_only,unknown,,
yt_desh_playlist_56L_HZnyVZ8,desh,Des (राग देस) Aalap  and Vistar Tutorial,,,https://www.youtube.com/watch?v=56L_HZnyVZ8,0,,reference_only,unknown,,
yt_desh_playlist_hqKDK6oJDcE,desh,Des (राग देस) Taan Tutorial (तानों का परिचय) in A# Scale,,,https://www.youtube.com/watch?v=hqKDK6oJDcE,0,,reference_only,unknown,,
yt_desh_playlist_Rluo4HmW7kc,desh,Des and Tilak Kamod - Similaries and Differences,,,https://www.youtube.com/watch?v=Rluo4HmW7kc,0,,reference_only,unknown,,
yt_kafi_playlist_frBwy9bJM4E,kafi,Gairon Pe Karam Apnon Pe Sitam - Lata - Aankhen (1968) - HD,,,https://www.youtube.com/watch?v=frBwy9bJM4E,0,,reference_only,unknown,,
yt_kafi_playlist_2bTuSPVC5AE,kafi,"Tumhara Pyaar Chahiye, Mujhe Jeene Ke Liye",,,https://www.youtube.com/watch?v=2bTuSPVC5AE,0,,reference_only,unknown,,
yt_kafi_playlist_x1bCMRxr-ZU,kafi,[Deleted video],,,https://www.youtube.com/watch?v=x1bCMRxr-ZU,0,,reference_only,unknown,,
yt_kafi_playlist_lJeaIeNezd0,kafi,kaase kahun mann ki baat_Dhool Ka Phool_Mala Sinha& Rajendra K_ Sudha Malhotra_Sahir_N Dutta_a tri..,,,https://www.youtube.com/watch?v=lJeaIeNezd0,0,,reference_only,unknown,,
yt_kafi_playlist_EavepsQ3F_U,kafi,Aaradhisuve Madanaari | ಆರಾಧಿಸುವೆ ಮದನಾರಿ |Babruvahana |  Dr Rajkumar | Jayamala | Kannada Video Song,,,https://www.youtube.com/watch?v=EavepsQ3F_U,-1,-1song,reference_only,unknown,,
yt_khamaj_playlist_c6EpGAMmt7I,khamaj,Raag Khamaj Panghat Muraliya || Chhota Khayal || Bandish || Lakshan Geet || राग खमाज लक्षण गीत ||,,,https://www.youtube.com/watch?v=c6EpGAMmt7I,6,"+raag, +khayal, +bandish",reference_only,unknown,,
yt_khamaj_playlist_0D49drmhm9U,khamaj,राग खमाज  परिचय आरोह अवरोह पकड़ || Raag Khamaj Introduction || Arti Jha,,,https://www.youtube.com/watch?v=0D49drmhm9U,2,+raag,reference_only,unknown,,
yt_khamaj_playlist_g3YNUQAkb9U,khamaj,Sargam Geet Raag Khamaj || सरगम गीत राग खमाज || Harmonium Lesson With Notation || Arti Jha,,,https://www.youtube.com/watch?v=g3YNUQAkb9U,2,+raag,reference_only,unknown,,
yt_malkauns_playlist_xKa1czYtK-E,malkauns,Raag Malkauns Part 2 - Swar Vistaar and Palta Riyaaz  | Scale C #hindustanimusic,,,https://www.youtube.com/watch?v=xKa1czYtK-E,2,+raag,reference_only,unknown,,
yt_malkauns_playlist_8_sMXkdSQKw,malkauns,Raag Malkauns Part 1 - Parichay (Introduction) and Sargam Geet | Scale C | #indianclassicalmusic,,,https://www.youtube.com/watch?v=8_sMXkdSQKw,2,+raag,reference_only,unknown,,
yt_malkauns_playlist_EjrY3RvPYbU,malkauns,"राग मालकौंस भाग 3 - तीन ताल बंदिश, अलाप और तान (कोयलिया बोले अम्बवा की डारी पे)  | Scale C",,,https://www.youtube.com/watch?v=EjrY3RvPYbU,0,,reference_only,unknown,,
yt_marwa_playlist_SK9JOD-KKsM,marwa,"Raagas Sohn,i Puriya and Marwa differences and similarities",,,https://www.youtube.com/watch?v=SK9JOD-KKsM,2,+raagas,reference_only,unknown,,
yt_marwa_playlist_9TIUz9oq-p8,marwa,"How to create Spiral Taan around a swar in any Raag - Demo in Marwa, Abhogi, Keerwani and Darbari",,,https://www.youtube.com/watch?v=9TIUz9oq-p8,2,+raag,reference_only,unknown,,
yt_marwa_playlist_tmjxHOa_QH4,marwa,Marwa (राग मारवा) Bada Khyal in Ektal Vilambit  tutorial  - Sab mil aaye nand bhuvan,,,https://www.youtube.com/watch?v=tmjxHOa_QH4,1,+vilambit,reference_only,unknown,,
yt_marwa_playlist_zvH6u1mjWHQ,marwa,Marwa  (राग मारवा) Chhota Khyal in Trital Drut tutorial  - Guru bin gyan kahan se paun,,,https://www.youtube.com/watch?v=zvH6u1mjWHQ,1,+drut,reference_only,unknown,,
yt_marwa_playlist_834LQV0ATjg,marwa,Marwa (राग मारवा) Chhota Khyal in Trital Drut tutorial  - Aaj mandirva aaye piya,,,https://www.youtube.com/watch?v=834LQV0ATjg,1,+drut,reference_only,unknown,,
yt_marwa_playlist_VkZvLtAUJGs,marwa,Marwa (राग मारवा) Aalap and Taan tutorial,,,https://www.youtube.com/watch?v=VkZvLtAUJGs,0,,reference_only,unknown,,
yt_marwa_playlist_0sEUzlkHWUQ,marwa,Marwa (राग मारवा) Bada Khyal in Jhaptal Sadra tutorial - Umariya biti jaat ri,,,https://www.youtube.com/watch?v=0sEUzlkHWUQ,0,,reference_only,unknown,,
yt_marwa_playlist_Aq_v7oqIxc0,marwa,Marwa (राग मारवा) Bada Khyal in Ektal Madhya laya tutorial - He kartar,,,https://www.youtube.com/watch?v=Aq_v7oqIxc0,0,,reference_only,unknown,,
yt_marwa_playlist_S5ky2QXxWJg,marwa,Marwa and Puriya difference and similarities,,,https://www.youtube.com/watch?v=S5ky2QXxWJg,0,,reference_only,unknown,,
yt_purvi_playlist_TS7yDjDhIzw,purvi,Jnanamosagarada -  Raga: Purvikalyani - Composer: Tyagaraja - Dr. M Balamuralikrishna,,,https://www.youtube.com/watch?v=TS7yDjDhIzw,2,+raga,reference_only,unknown,,
yt_purvi_playlist_b4CzSsDQXBo,purvi,Dasha Gamakakriye - M Balamuralikrishna live in  Vijayawada - 03 Jan 1982,,,https://www.youtube.com/watch?v=b4CzSsDQXBo,1,+live,reference_only,unknown,,
yt_purvi_playlist_gFpJowY4y58,purvi,"Apoorva Purvikalyani -  Dikshitar's ""Meenakshi - Gamakakriya"" -  A Vintage Rendition (1968) - BMK",,,https://www.youtube.com/watch?v=gFpJowY4y58,0,,reference_only,unknown,,
yt_purvi_playlist__8s_gznPJus,purvi,AIR Archival Concert # 3 : M Balamuralikrishna - Lalgudi G Jayaraman - Tanjore Upendran,,,https://www.youtube.com/watch?v=_8s_gznPJus,0,,reference_only,unknown,,
yt_purvi_playlist_0EDBTjUptFE,purvi,A Visualisation of a VIOLA Concert on  Spool - Dr. M Balamuralikrishna - 18 June 1977,,,https://www.youtube.com/watch?v=0EDBTjUptFE,0,,reference_only,unknown,,
yt_purvi_playlist_OtsKbMKjwpc,purvi,An Archival Video for Navaratri : Meenakshi Memudam - Gamakakriya /Purvikayani - M Balamuralikrishna,,,https://www.youtube.com/watch?v=OtsKbMKjwpc,0,,reference_only,unknown,,
yt_purvi_playlist_0GSy4np8XIM,purvi,"The Marvel of Muraliganam @ Chowdaiah Memorial Hall, Bangalore : M Balamuralikrishna - 06 Sept 1981",,,https://www.youtube.com/watch?v=0GSy4np8XIM,0,,reference_only,unknown,,
yt_purvi_playlist_eMIWcnOr_bE,purvi,Sapta Vaggeyakara Sangeeta Darshana in Muraliganam – An Innovative Concert by  M Balamuralikrishna,,,https://www.youtube.com/watch?v=eMIWcnOr_bE,0,,reference_only,unknown,,
yt_purvi_playlist_a5FffYQ8cTw,purvi,"1970s Radio Sangeetha Sammelana, AIR Bangalore - M Balamuralikrishna - Keshavulu - Dandamudi R  Rao",,,https://www.youtube.com/watch?v=a5FffYQ8cTw,0,,reference_only,unknown,,
yt_todi_playlist_2YbJ3__ZkVc,todi,Raag Todi -  Vilambit and Chota Khayal|Classical Raga,,,https://www.youtube.com/watch?v=2YbJ3__ZkVc,9,"+raag, +raga, +khayal, +vilambit, +classical",reference_only,unknown,,
yt_todi_playlist_zyngLwqXvKA,todi,"Raag Todi | Ustad Shahid Parvez Khan, sitar | Allah Janay - Ustad Bade Ghulam Ali Khan",,,https://www.youtube.com/watch?v=zyngLwqXvKA,5,"+raag, +sitar, +ustad",reference_only,unknown,,
yt_todi_playlist_c9n0n4teFWc,todi,Raga Miyan Ki Todi - राग मियाँ की तोड़ी - Sitar & Tabla,,,https://www.youtube.com/watch?v=c9n0n4teFWc,5,"+raga, +sitar, +tabla",reference_only,unknown,,
yt_todi_playlist_qPChsANIj4I,todi,Ustad Vilayat Khan ~ Raga Mian Ki Todi: Alap & Jod,,,https://www.youtube.com/watch?v=qPChsANIj4I,5,"+raga, +alap, +ustad",reference_only,unknown,,
